word,regional
pot,"[0.7906874528285828, 0.20931254717141728]"
condition,"[0.7909458300898965, 0.2090541699101035]"
taste,"[0.7938706271199532, 0.20612937288004685]"
meat,"[0.7949630108209658, 0.20503698917903423]"
potato fritter,"[0.7958481647836315, 0.20415183521636848]"
rolls,"[0.7975580886757818, 0.2024419113242182]"
king,"[0.8005872903263007, 0.19941270967369926]"
chicken wrap,"[0.8015810165190962, 0.19841898348090384]"
cheesecake,"[0.8042966742998928, 0.1957033257001072]"
cooking,"[0.8066207199323281, 0.19337928006767185]"
sms,"[0.8066207199323281, 0.19337928006767185]"
notifications,"[0.8066207199323281, 0.19337928006767185]"
notifications emails,"[0.8066207199323281, 0.19337928006767185]"
what information protection services,"[0.8066207199323281, 0.19337928006767185]"
forms,"[0.8066207199323281, 0.19337928006767185]"
promotion,"[0.8066207199323281, 0.19337928006767185]"
email sms,"[0.8066207199323281, 0.19337928006767185]"
profile page,"[0.8066207199323281, 0.19337928006767185]"
cans,"[0.8078432862291587, 0.19215671377084131]"
potato fritters,"[0.8102270404547198, 0.18977295954528017]"
cheese salad,"[0.8102286325923242, 0.1897713674076758]"
pounder,"[0.8123160546650442, 0.1876839453349558]"
chilli sauce,"[0.8123573303929176, 0.18764266960708245]"
terms,"[0.8150697198266842, 0.18493028017331584]"
diet coke bottle,"[0.817003917480878, 0.182996082519122]"
wrap,"[0.8171587302030922, 0.18284126979690787]"
gift,"[0.8204853115697652, 0.17951468843023483]"
lucozade,"[0.8214514945698099, 0.1785485054301901]"
delivery mins,"[0.8218541168712571, 0.1781458831287429]"
donner meat,"[0.8256610816580564, 0.1743389183419436]"
plaice,"[0.8263468599101502, 0.17365314008984983]"
cod,"[0.8263802663904285, 0.1736197336095715]"
conditions,"[0.8295687025909491, 0.1704312974090509]"
coke bottle,"[0.8304304788966623, 0.16956952110333762]"
mozzarella,"[0.8312993305408529, 0.16870066945914702]"
inch pizza,"[0.8321813088509055, 0.16781869114909456]"
person,"[0.8326521900638754, 0.16734780993612464]"
toy,"[0.838816803714962, 0.16118319628503794]"
website,"[0.8393400444754457, 0.1606599555245543]"
items,"[0.8407279842466624, 0.15927201575333766]"
burger meal,"[0.8407780109718351, 0.15922198902816487]"
rice,"[0.8411012759306442, 0.15889872406935576]"
margherita pizza,"[0.8415434864826186, 0.15845651351738144]"
cone,"[0.8421510126011031, 0.1578489873988969]"
chicken meal,"[0.8429535029575055, 0.15704649704249454]"
store,"[0.8449348244998514, 0.15506517550014867]"
beef,"[0.8451782885721882, 0.15482171142781176]"
service times,"[0.8456329055444682, 0.15436709445553176]"
salads,"[0.8479296255501162, 0.1520703744498838]"
ltr bottle,"[0.8483820963025089, 0.1516179036974911]"
chicken tikka,"[0.851831203720063, 0.1481687962799369]"
seafood,"[0.8532482262777659, 0.1467517737222342]"
fish burger,"[0.8533233327739078, 0.1466766672260922]"
chicken curry,"[0.8538559852380806, 0.14614401476191943]"
prices,"[0.8543254347782125, 0.1456745652217874]"
who,"[0.85600147673889, 0.14399852326110998]"
information,"[0.8589911061353575, 0.14100889386464255]"
potatoes,"[0.859565335383172, 0.140434664616828]"
hours,"[0.8602979109811183, 0.1397020890188817]"
inch,"[0.8611929613320201, 0.13880703866797994]"
rights,"[0.8614554287565682, 0.1385445712434318]"
chicken steak,"[0.8617248217054322, 0.1382751782945678]"
pizza bread,"[0.8631900013051439, 0.1368099986948561]"
quarter pounder,"[0.8638555869417415, 0.13614441305825853]"
delivery,"[0.8650603563538026, 0.13493964364619732]"
half,"[0.8657013354533827, 0.13429866454661732]"
loading,"[0.8657789087202873, 0.13422109127971274]"
mozzarella cheese,"[0.8664183056038683, 0.1335816943961317]"
meat feast pizza,"[0.8680307187104667, 0.1319692812895333]"
pounder burger,"[0.8683151431443521, 0.1316848568556479]"
discounts,"[0.8707783899062628, 0.12922161009373723]"
ginger,"[0.8708355466336273, 0.12916445336637267]"
chicken strips,"[0.8714970881193325, 0.12850291188066756]"
fritters,"[0.8739930673634975, 0.12600693263650253]"
health,"[0.8742887115241054, 0.1257112884758947]"
cocktail,"[0.8743204824254587, 0.12567951757454127]"
breadcrumbs,"[0.8749651233862458, 0.12503487661375423]"
doner meat,"[0.8755547105277122, 0.12444528947228785]"
jalapeno,"[0.8761243603330283, 0.12387563966697164]"
takeaway menu,"[0.8766887615090433, 0.12331123849095668]"
offers,"[0.8769270671306588, 0.12307293286934116]"
doner kebab,"[0.8771415905918459, 0.12285840940815403]"
prawns,"[0.8775658913243015, 0.12243410867569846]"
pcs,"[0.8775868994495786, 0.12241310055042146]"
takeaway,"[0.8776242586911505, 0.12237574130884953]"
lemon,"[0.8777396288913605, 0.1222603711086395]"
mineral water,"[0.8784057142084324, 0.12159428579156759]"
kids sausage meal,"[0.8794181020315482, 0.12058189796845172]"
pounder beef burger,"[0.8823360724945996, 0.11766392750540046]"
chicken kebab,"[0.8827202293830068, 0.1172797706169932]"
l bottle,"[0.8828313349570378, 0.11716866504296224]"
fish fingers,"[0.8843564293745747, 0.11564357062542527]"
family,"[0.884456450602517, 0.11554354939748303]"
donner burger,"[0.8863145674453007, 0.1136854325546993]"
tuna,"[0.8875123863142929, 0.11248761368570719]"
pieces,"[0.8875389926630083, 0.11246100733699174]"
fish bar,"[0.8883971993402493, 0.11160280065975065]"
donner,"[0.8889140814546649, 0.11108591854533512]"
option,"[0.8928026835804146, 0.10719731641958542]"
wraps,"[0.8941096457791428, 0.10589035422085721]"
meals,"[0.8955348634038919, 0.10446513659610812]"
kids chicken nuggets,"[0.8965253197841053, 0.10347468021589472]"
olives,"[0.8965996110679735, 0.10340038893202651]"
pepperoni pizza,"[0.8966288233536118, 0.1033711766463882]"
bbq sauce,"[0.8986946053141598, 0.10130539468584016]"
king prawns,"[0.8989482452069919, 0.10105175479300806]"
saturday,"[0.8994027903201334, 0.10059720967986663]"
seafood pizza,"[0.9000584468872501, 0.09994155311274992]"
title,"[0.9000771817811845, 0.09992281821881557]"
tomato ketchup,"[0.9010305046907388, 0.09896949530926127]"
onions,"[0.9013231367703175, 0.0986768632296825]"
omelette,"[0.9021871156292083, 0.09781288437079178]"
donner kebab,"[0.902317638848188, 0.09768236115181197]"
chicken salad,"[0.9029085667915963, 0.09709143320840372]"
basket,"[0.9030111999672074, 0.09698880003279263]"
extras,"[0.9030144815620635, 0.09698551843793646]"
reviews,"[0.9033325929480758, 0.0966674070519242]"
side salad,"[0.9034555631686838, 0.09654443683131624]"
cookie dough,"[0.9035735469546758, 0.09642645304532416]"
latte,"[0.9052485381979187, 0.09475146180208129]"
friday,"[0.9059539100266737, 0.0940460899733263]"
meat feast,"[0.9061507078269717, 0.09384929217302825]"
cappuccino,"[0.9068825634249865, 0.09311743657501345]"
herbs,"[0.907050989139993, 0.09294901086000698]"
chicken burger meal,"[0.9075218436662698, 0.0924781563337302]"
bottle,"[0.9076736798098647, 0.09232632019013534]"
donner pizza,"[0.9086565758790084, 0.09134342412099157]"
quarter pounder beef burger,"[0.9088864066673604, 0.09111359333263959]"
chicken goujons,"[0.9089937642065035, 0.09100623579349656]"
haddock,"[0.9097316026906451, 0.09026839730935486]"
peas,"[0.9097670669804502, 0.09023293301954984]"
ingredients,"[0.9104936973379512, 0.0895063026620488]"
pitta bread,"[0.9107049457597237, 0.08929505424027631]"
peppers,"[0.9124247605180106, 0.08757523948198942]"
bun,"[0.9125118260758427, 0.08748817392415732]"
donner wrap,"[0.9126860938617045, 0.08731390613829544]"
meal deal,"[0.9128008068322402, 0.08719919316775984]"
juice,"[0.9128880262397524, 0.08711197376024758]"
pepsi,"[0.9133140554606684, 0.08668594453933162]"
lemonade,"[0.9142765315540167, 0.08572346844598336]"
potato wedges,"[0.9146516565031243, 0.08534834349687569]"
quarter pounder burger,"[0.9152476596643025, 0.08475234033569741]"
service,"[0.9154995835488182, 0.08450041645118184]"
cockles,"[0.9159784047588572, 0.08402159524114285]"
restaurant,"[0.9169754120071376, 0.08302458799286243]"
chicken pizza,"[0.9170923268750908, 0.0829076731249092]"
pepper,"[0.9177018819869467, 0.08229811801305327]"
staff,"[0.9177953945719031, 0.08220460542809689]"
kids sausage,"[0.9180230041546855, 0.08197699584531448]"
kids meals,"[0.9199783320093387, 0.0800216679906613]"
salmon,"[0.9200146060013257, 0.07998539399867428]"
tomato sauce,"[0.9203374764287066, 0.07966252357129347]"
milkshakes,"[0.9204462787943183, 0.07955372120568172]"
price,"[0.9223447958009503, 0.07765520419904964]"
bread roll,"[0.9223808959206801, 0.0776191040793199]"
menu,"[0.9228333077382692, 0.07716669226173074]"
tango,"[0.92564220653562, 0.07435779346437997]"
doner wrap,"[0.9258848824026208, 0.07411511759737921]"
gravy sauce,"[0.9259566149280516, 0.07404338507194844]"
water,"[0.9271691270141666, 0.07283087298583332]"
chip,"[0.9272242142724468, 0.0727757857275532]"
orange,"[0.9276571377735457, 0.07234286222645428]"
vegetable burger,"[0.9277754672168003, 0.0722245327831997]"
fish cake,"[0.9281357158617013, 0.07186428413829869]"
page,"[0.9284827079263721, 0.0715172920736279]"
kebab,"[0.9286522022218934, 0.07134779777810658]"
pizza deal,"[0.9287509414135587, 0.0712490585864413]"
doner,"[0.9289953178519027, 0.0710046821480973]"
chips cheese,"[0.9291298637143758, 0.07087013628562422]"
ben,"[0.9298756129288341, 0.07012438707116592]"
choice,"[0.9312337232389438, 0.06876627676105612]"
thursday,"[0.9318347439395291, 0.06816525606047084]"
pepperoni,"[0.9323138433206236, 0.06768615667937637]"
time,"[0.9324736162124088, 0.06752638378759121]"
house,"[0.9331270757180892, 0.06687292428191079]"
categories,"[0.9333705034738902, 0.06662949652610987]"
selection,"[0.9337248456686567, 0.06627515433134337]"
mushy peas,"[0.9342100020474867, 0.06578999795251328]"
half chicken,"[0.9346628875622636, 0.06533711243773646]"
starters,"[0.9348266556714868, 0.06517334432851313]"
tuesday,"[0.9355207120829401, 0.06447928791705998]"
bacon,"[0.9357686896756544, 0.06423131032434559]"
dish,"[0.9358779405251803, 0.06412205947481973]"
seasons,"[0.9359177255927495, 0.06408227440725042]"
salad,"[0.9364707734847615, 0.06352922651523853]"
ham,"[0.9367370913209813, 0.06326290867901878]"
chicken tikka kebab,"[0.9367466927258383, 0.06325330727416172]"
sauces,"[0.9368844180711617, 0.06311558192883826]"
cheese burger,"[0.9373375316353693, 0.06266246836463073]"
mars bar,"[0.9378457392704526, 0.06215426072954744]"
kids,"[0.9378944809067769, 0.06210551909322313]"
chip shop,"[0.9388711852961322, 0.06112881470386777]"
deals,"[0.9389818439517956, 0.061018156048204424]"
toppings,"[0.9391986787996082, 0.06080132120039182]"
bbq,"[0.9397703159257833, 0.060229684074216736]"
beans,"[0.9401423761521925, 0.05985762384780749]"
ketchup,"[0.9403817157222257, 0.059618284277774276]"
pizzas,"[0.9405597033640838, 0.059440296635916164]"
coffee,"[0.9411310163663461, 0.05886898363365386]"
toggle navigation,"[0.9411894234244086, 0.05881057657559138]"
mushroom,"[0.9416850157118312, 0.058314984288168885]"
order,"[0.9418317809250806, 0.05816821907491938]"
diet coke,"[0.9419844018413602, 0.05801559815863978]"
pizza,"[0.9422892965213074, 0.05771070347869252]"
fanta l,"[0.9426766302535442, 0.05732336974645579]"
kebabs,"[0.9427392808331911, 0.057260719166808874]"
tomato,"[0.942747242896563, 0.05725275710343703]"
chicken breast,"[0.9433475863255293, 0.056652413674470666]"
jerrys,"[0.9434983674718809, 0.05650163252811914]"
sunday,"[0.9435991746077003, 0.05640082539229975]"
pineapple fritter,"[0.9438422014416032, 0.05615779855839679]"
vegetables,"[0.9440096507986265, 0.055990349201373475]"
soup,"[0.94410304712552, 0.055896952874480085]"
box,"[0.9443865254733731, 0.055613474526626926]"
day,"[0.9446383821580465, 0.055361617841953516]"
diet cocacola,"[0.944667055261043, 0.05533294473895701]"
orange l,"[0.9448221142165937, 0.055177885783406315]"
pasta dishes,"[0.9450168991609242, 0.05498310083907574]"
deal,"[0.9451649442731331, 0.05483505572686681]"
fish,"[0.9453526973960704, 0.054647302603929526]"
butter,"[0.9462661360822946, 0.053733863917705356]"
home,"[0.9465190463463691, 0.053480953653630876]"
burgers,"[0.947616637845629, 0.05238336215437098]"
can,"[0.9477554082586045, 0.05224459174139548]"
coke,"[0.948063507665419, 0.05193649233458093]"
delivery times,"[0.9483509130797038, 0.05164908692029626]"
dishes,"[0.9485900327850093, 0.051409967214990734]"
potato,"[0.9491666773133225, 0.05083332268667746]"
sausage,"[0.949345988644448, 0.05065401135555207]"
chips,"[0.949392326610408, 0.05060767338959205]"
spices,"[0.9495509825012122, 0.05044901749878784]"
dog,"[0.9497115950410885, 0.05028840495891148]"
portion,"[0.9510498231358617, 0.04895017686413831]"
opening,"[0.9512762108473429, 0.04872378915265704]"
mayo,"[0.9518793571465034, 0.048120642853496653]"
dip,"[0.9521406179572541, 0.04785938204274591]"
onion,"[0.9522097089503355, 0.04779029104966448]"
lettuce,"[0.9527004869427995, 0.04729951305720049]"
chilli,"[0.9533108415285705, 0.04668915847142953]"
peppers onions,"[0.9534120570888662, 0.046587942911133724]"
cocacola,"[0.9536432963184625, 0.04635670368153755]"
gravy,"[0.9538223646764693, 0.046177635323530655]"
cheese,"[0.9541754393892573, 0.045824560610742665]"
farmhouse,"[0.9551858292713756, 0.044814170728624404]"
pie,"[0.9552063411172506, 0.04479365888274945]"
lamb,"[0.9553119744645147, 0.04468802553548532]"
meal deals,"[0.9561528468116608, 0.04384715318833921]"
eggs,"[0.9564817129665266, 0.04351828703347343]"
diet,"[0.9565553957397145, 0.04344460426028555]"
tea,"[0.9574669241485194, 0.04253307585148056]"
desserts,"[0.9579128166519432, 0.04208718334805686]"
chicken burger,"[0.9583512464764372, 0.04164875352356275]"
sides,"[0.958375892268352, 0.041624107731648]"
cheddar cheese,"[0.9584906407237488, 0.04150935927625123]"
chicken nuggets,"[0.9585638166476719, 0.04143618335232811]"
beef burger,"[0.9590697266321967, 0.04093027336780335]"
flavour,"[0.9596618842045505, 0.04033811579544955]"
curry,"[0.9615413480558774, 0.03845865194412259]"
kids meal,"[0.9617467889158828, 0.038253211084117174]"
pineapple,"[0.9617676528170527, 0.03823234718294731]"
cod bites,"[0.962070734273785, 0.03792926572621499]"
burger,"[0.9621041566120087, 0.03789584338799133]"
quarter pounder cheeseburger,"[0.9625056486937544, 0.03749435130624562]"
chicken wings,"[0.962731174430539, 0.03726882556946102]"
mayonnaise,"[0.9627789568164369, 0.03722104318356311]"
sauce,"[0.9627996205772495, 0.03720037942275044]"
ltr,"[0.9628794281379367, 0.03712057186206333]"
bread,"[0.9630419837745302, 0.036958016225469834]"
tel,"[0.9631235250977703, 0.036876474902229665]"
crispy,"[0.9633004250697622, 0.03669957493023777]"
drink,"[0.9635153550988119, 0.036484644901188086]"
chicken fillet burger,"[0.9637129171037968, 0.036287082896203145]"
fish supper,"[0.9638690071796361, 0.0361309928203639]"
batter,"[0.9642418960525928, 0.03575810394740718]"
scampi,"[0.9644491750645874, 0.0355508249354126]"
cheesy,"[0.9644902887491557, 0.03550971125084434]"
burger chips,"[0.9650798220385922, 0.03492017796140774]"
ribena,"[0.9657494942350607, 0.034250505764939265]"
steak,"[0.9666663327837647, 0.03333366721623533]"
chicken,"[0.9673154295265685, 0.03268457047343152]"
fruit shoot,"[0.967926904323564, 0.03207309567643597]"
mushrooms,"[0.9679389344227096, 0.032061065577290354]"
customers,"[0.9683005414254856, 0.03169945857451439]"
tuna mayonnaise,"[0.9686021008416807, 0.03139789915831921]"
chillies,"[0.9686226403003012, 0.031377359699698786]"
food,"[0.9686775204337986, 0.03132247956620135]"
meal,"[0.969178883913846, 0.030821116086154066]"
cheeseburger,"[0.9694719003285394, 0.03052809967146068]"
chocolate,"[0.9696301834579345, 0.03036981654206552]"
onion rings,"[0.9703194586679328, 0.029680541332067174]"
coca cola,"[0.9710788829832563, 0.02892111701674373]"
relish,"[0.971340825202735, 0.028659174797265034]"
chicken fillet,"[0.9716377224147927, 0.028362277585207245]"
drinks,"[0.9716764582894519, 0.02832354171054805]"
vimto l,"[0.9725455115002671, 0.027454488499732824]"
tomatoes,"[0.9725972162684784, 0.02740278373152161]"
mozzarella sticks,"[0.9744487646151954, 0.025551235384804593]"
egg,"[0.974992977831888, 0.025007022168112066]"
mussels,"[0.9751732320366692, 0.02482676796333085]"
curry sauce,"[0.9752615926674179, 0.024738407332582195]"
ice cream,"[0.9753085056658513, 0.02469149433414872]"
dips,"[0.9766596802717652, 0.023340319728234762]"
side orders,"[0.977014061959321, 0.022985938040679048]"
cream,"[0.9782304168553809, 0.0217695831446191]"
milk,"[0.9783253726626756, 0.021674627337324382]"
road,"[0.9785719908581632, 0.021428009141836835]"
slices,"[0.978668843919599, 0.02133115608040109]"
breast,"[0.9792822292139685, 0.020717770786031584]"
coleslaw,"[0.9793143506834704, 0.020685649316529556]"
contact,"[0.9805247077951036, 0.01947529220489642]"
chicken leg,"[0.980723457339988, 0.019276542660011973]"
sausages,"[0.9813141190913802, 0.01868588090861981]"
family deal,"[0.9827995280877951, 0.017200471912204883]"
strips,"[0.9830493972498647, 0.016950602750135272]"
fritter,"[0.9849283953675572, 0.015071604632442833]"
fish cakes,"[0.9851142725920161, 0.014885727407983895]"
fishcakes,"[0.9852414236423438, 0.014758576357656183]"
banana,"[0.9875904423187764, 0.012409557681223649]"
copyright,"[0.9878678212561027, 0.012132178743897314]"
bar,"[0.9895770386604542, 0.010422961339545777]"
tub,"[0.9903083540328884, 0.009691645967111535]"
roll,"[0.9910784387649263, 0.008921561235073655]"
street,"[0.9920656326638679, 0.007934367336132016]"
wine,"[0.99301609745169, 0.006983902548310088]"
fish finger,"[0.9945114959134114, 0.005488504086588626]"
