word,coordinations
tomato dip,"52.9536,-1.15047"
sausage chips meal calories,"53.79391,-1.75206"
chicken samosas,"51.45523,-2.59665"
fishmonger seafood restaurant,"54.97328,-1.61396"
chicken indiano,"52.9536,-1.15047"
salt tub,"53.79648,-1.54785"
control,"54.97328,-1.61396"
haddock spring onion,"54.97328,-1.61396"
speciality,"51.45523,-2.59665 55.45862,-4.62849"
links,"50.37771,-4.14082 52.9536,-1.15047 55.95206,-3.19648 57.47908,-4.22398 57.47908,-4.22398"
cross road,"52.48142,-1.89983"
tiddlers,"52.9536,-1.15047 52.9536,-1.15047"
cod chorzio garlic,"54.97328,-1.61396"
chicken friescoleslaw,"57.47908,-4.22398"
cheese burger fries,"53.00415,-2.18538"
mayonnaise sachets,"53.79648,-1.54785"
servehoizon,"53.48095,-2.23743"
vellas chile,"52.9536,-1.15047 52.9536,-1.15047"
inch bbq chicken,"52.48142,-1.89983 52.9536,-1.15047 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218"
jalapenos onion relish,"56.46913,-2.97489"
chicken pakora kebab,"55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 57.14369,-2.09814"
szechuan sauce,"50.71936,-3.53271 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794"
cheese bottle,"52.9536,-1.15047"
arrangement,"52.05834,1.15472 53.79648,-1.54785"
kids cake,"51.45523,-2.59665 52.40656,-1.51217 52.40656,-1.51217 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.41058,-2.97794 53.48095,-2.23743 54.77560,-1.58374 54.97328,-1.61396 55.86515,-4.25763 55.95206,-3.19648 56.46913,-2.97489"
pineapple hawaiifiveo,"54.58333,-5.93333"
penne arrabbiata,"55.07216,-3.60218"
lamb chicken tikka,"55.45862,-4.62849"
cola bottle,"54.89228,-2.93206 55.07216,-3.60218 55.86515,-4.25763"
mozzarella cheese tomato chicken pineapple peppers,"54.89228,-2.93206"
bbq specials,"52.48142,-1.89983"
luxury steak,"52.63220,1.28925"
youngers bar menu,"51.48,-3.18"
onion croq,"52.48142,-1.89983"
pieces chicken nuggets,"52.40656,-1.51217 52.48142,-1.89983"
mushroomturkey hampineapplesweetcorngreen peppersonionsolives,"57.47908,-4.22398"
blaggis gourmet burger,"55.95206,-3.19648"
punjabi korma,"56.46913,-2.97489"
kids juice,"50.71936,-3.53271 53.00415,-2.18538"
scoop,"50.15201,-5.06654 51.51279,-0.09184 53.79648,-1.54785 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 57.14369,-2.09814"
sea shell takeaway menu,"51.51279,-0.09184"
info@perillasfishandchipscouk,"50.37771,-4.14082"
sauce chicken mushroom,"54.90465,-1.38222"
sambuca,"55.95206,-3.19648"
favourites,"50.15201,-5.06654 50.83333,0.13333 51.51279,-0.09184 52.6386,-1.13169 53.79648,-1.54785 54.58333,-5.93333 54.77560,-1.58374 54.97328,-1.61396 55.86515,-4.25763 56.46913,-2.97489"
feast fish chips,"53.79648,-1.54785"
meat ball pizza,"52.48142,-1.89983"
cheese naan,"52.40656,-1.51217 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169"
burger half pounder,"52.9536,-1.15047 53.38297,-1.4659 53.38297,-1.4659 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374"
moistflakes,"53.7446,-0.33525"
vitamin drinks,"52.9536,-1.15047 52.9536,-1.15047"
chicken tikka meal,"52.6386,-1.13169 55.45862,-4.62849 55.86515,-4.25763"
apple cranberry,"55.95206,-3.19648"
crispy bacon spicy beef spicy chicken,"55.95206,-3.19648"
website design,"53.79391,-1.75206"
janter manter,"56.46913,-2.97489"
piri chicken burger,"52.6386,-1.13169"
mushroom pepper,"52.9536,-1.15047 53.48095,-2.23743"
king rogan,"52.6386,-1.13169 56.46913,-2.97489"
calorie values,"53.79391,-1.75206"
ckn burgerchipscan,"51.48,-3.18 51.48,-3.18"
veg brgrchpscan,"51.48,-3.18 51.48,-3.18"
lamb donner onions,"52.40656,-1.51217"
cashews sultanas,"55.45862,-4.62849"
korma pizza,"56.46913,-2.97489"
kofte kebab,"52.20765,0.13200 52.63220,1.28925 52.9536,-1.15047"
donner bun,"55.86515,-4.25763"
skewers,"50.71936,-3.53271 50.83333,0.13333 52.20765,0.13200 53.38297,-1.4659 53.41058,-2.97794 54.77560,-1.58374 54.97328,-1.61396"
whisky sauce,"55.95206,-3.19648"
sweets,"53.79648,-1.54785 54.32822,-2.74565 55.95206,-3.19648 56.46913,-2.97489"
lettuce cucumber,"52.20765,0.13200"
coleslaw salad,"51.51279,-0.09184 53.79648,-1.54785"
kilometres,"51.51279,-0.09184"
masters,"51.51279,-0.09184"
rice noodles,"50.71936,-3.53271 53.41058,-2.97794"
chicken pakora sauce,"55.86515,-4.25763"
burger cheese,"53.41058,-2.97794"
korma sauce,"52.6386,-1.13169 53.79648,-1.54785 55.45862,-4.62849 56.46913,-2.97489"
berry fruits,"53.79648,-1.54785"
paoletta,"55.95206,-3.19648"
doner sandwich,"52.48142,-1.89983"
apple pies,"52.40656,-1.51217"
rayo,"53.79648,-1.54785"
paneer tikka rogan,"52.6386,-1.13169"
pepperoni explosion pizza xlarge,"52.48142,-1.89983"
family bucket,"52.6386,-1.13169 54.58333,-5.93333 54.77560,-1.58374"
chicken salad sub roll,"54.58333,-5.93333"
sauce chicken onion,"54.97328,-1.61396"
youngers,"51.48,-3.18"
copper beech road nuneaton,"52.40656,-1.51217"
heinz ketchup,"51.45523,-2.59665 51.48,-3.18 51.48,-3.18 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763"
cream haagen,"52.9536,-1.15047"
onion rings portion,"57.47908,-4.22398"
inch donner pizza,"55.07216,-3.60218 57.14369,-2.09814"
kidney pie,"50.15201,-5.06654 50.71936,-3.53271 50.71936,-3.53271 50.83333,0.13333 51.45523,-2.59665 51.45523,-2.59665 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.51279,-0.09184 51.51279,-0.09184 51.62125,-3.94490 51.62125,-3.94490 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.7446,-0.33525 53.79391,-1.75206 53.79648,-1.54785 54.32822,-2.74565 54.77560,-1.58374 54.89228,-2.93206"
cherry cream soda,"52.9536,-1.15047 52.9536,-1.15047"
doner batch,"52.40656,-1.51217"
coconut sauce,"52.6386,-1.13169"
sauce tomato,"52.48142,-1.89983 53.00415,-2.18538"
toscana pizza,"53.38297,-1.4659 54.97328,-1.61396"
potato dog,"54.77560,-1.58374"
fish wrap,"52.40656,-1.51217 52.48142,-1.89983 53.48095,-2.23743"
cream coconut cream,"55.45862,-4.62849"
bedworth road longford,"52.40656,-1.51217"
dupiaza,"52.6386,-1.13169 56.46913,-2.97489"
haddockchips,"50.15201,-5.06654"
strawberry yazoo milkshake,"54.89228,-2.93206"
potato chips,"51.48,-3.18 54.58333,-5.93333 55.86515,-4.25763 55.95206,-3.19648"
times,"52.05834,1.15472 52.40656,-1.51217 53.79648,-1.54785 54.58333,-5.93333"
quality pork sausage chips,"53.79648,-1.54785"
allergy information,"54.90465,-1.38222"
seasons pizza sauce mozzarella ham mushroom,"54.58333,-5.93333"
luxury sauces,"55.07216,-3.60218"
cheese balls,"55.86515,-4.25763"
ciders,"55.95206,-3.19648"
school favourites,"51.48,-3.18"
pitta onion butter sauce,"57.14369,-2.09814"
cherry tomatoes,"55.95206,-3.19648"
aranciata,"55.95206,-3.19648"
vegetables toppings,"55.86515,-4.25763"
quality,"50.15201,-5.06654 50.71936,-3.53271 51.48,-3.18 51.48,-3.18 51.62125,-3.94490 52.63220,1.28925 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 54.90465,-1.38222"
management,"53.79391,-1.75206 53.79648,-1.54785"
chicken goujons chips dip,"54.58333,-5.93333"
offthebeatentrack,"50.15201,-5.06654"
brushchetta,"55.95206,-3.19648"
ham burger,"55.45862,-4.62849 55.86515,-4.25763"
pralines,"52.48142,-1.89983 53.48095,-2.23743"
chips rocket cherry tomato grana padano salad,"55.95206,-3.19648"
chicken tempura,"55.86515,-4.25763"
matter paneer,"53.79648,-1.54785"
pepsi ltr,"53.48095,-2.23743"
dog ribs,"53.48095,-2.23743"
chicken fajta burger,"53.48095,-2.23743"
inch piri piri chicken,"54.89228,-2.93206"
bean sauce duck,"52.20765,0.13200"
chicken ciabatta,"54.58333,-5.93333"
taglietelle,"55.07216,-3.60218"
sachet,"53.79391,-1.75206 53.79648,-1.54785 54.77560,-1.58374 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763"
peachy edge notes,"51.51279,-0.09184"
soya protein soya flour,"54.89228,-2.93206"
tonic water,"50.15201,-5.06654"
suitability,"53.79391,-1.75206"
bbq base giardino,"55.95206,-3.19648"
fournation pizza,"55.45862,-4.62849"
chips portion,"52.48142,-1.89983 54.57309,-1.23258"
vegetable munchie box,"55.86515,-4.25763"
ben,"50.71936,-3.53271 51.45523,-2.59665 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.9536,-1.15047 53.38297,-1.4659 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.90465,-1.38222 55.07216,-3.60218 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814"
credit cards,"54.97328,-1.61396"
heinz squeezeme mayonnaise,"56.46913,-2.97489"
bee,"53.79648,-1.54785"
bacon roll,"52.9536,-1.15047 54.89228,-2.93206 54.89228,-2.93206"
tomato chillies garlic,"56.46913,-2.97489"
cheese pizza,"53.79391,-1.75206 54.89228,-2.93206 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489"
carrots,"51.51279,-0.09184 53.48095,-2.23743"
prawns omelette,"53.41058,-2.97794"
oasis summer btl,"51.48,-3.18"
bari,"55.07216,-3.60218"
chicken burger meal deal,"54.58333,-5.93333"
sml kebab,"50.83333,0.13333"
chips meal,"50.83333,0.13333 52.40656,-1.51217 52.6386,-1.13169 53.79391,-1.75206 54.57309,-1.23258 54.58333,-5.93333"
onion tomato mushroom,"56.46913,-2.97489"
bbq base mozzarella peppers onions,"55.86515,-4.25763"
vanilla rum,"52.9536,-1.15047 52.9536,-1.15047"
tuna onion,"54.97328,-1.61396"
burger sauce choice,"54.58333,-5.93333"
fire station,"53.38297,-1.4659"
cheese chips coleslaw,"52.9536,-1.15047 52.9536,-1.15047"
madras king,"53.79648,-1.54785"
mango,"51.48,-3.18 52.9536,-1.15047 52.9536,-1.15047 54.97328,-1.61396"
inch crispy bacon,"52.63220,1.28925"
doner meat burger,"52.48142,-1.89983 53.00415,-2.18538"
perillas,"50.37771,-4.14082"
pony club ale abv,"55.95206,-3.19648"
chips coleslaw,"52.48142,-1.89983"
burger supper,"54.58333,-5.93333 54.58333,-5.93333 55.45862,-4.62849 55.86515,-4.25763 55.95206,-3.19648 57.14369,-2.09814"
phone number,"53.48095,-2.23743"
mayo sauce,"54.89228,-2.93206"
beanslarge,"50.15201,-5.06654"
doner wrap,"52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 54.89228,-2.93206 54.89228,-2.93206 55.07216,-3.60218 55.45862,-4.62849 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489"
carterdesignsleeds,"53.79648,-1.54785"
onions mushroom tomatoes,"52.9536,-1.15047"
cheques credit,"54.57309,-1.23258"
fish bite chips,"51.48,-3.18"
pakora salad,"55.86515,-4.25763"
gallery,"50.83333,0.13333 51.48,-3.18 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 53.38297,-1.4659 53.7446,-0.33525 54.66411,-2.75257 54.89228,-2.93206"
pc chicken,"52.20765,0.13200 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.9536,-1.15047 53.00415,-2.18538 53.79391,-1.75206"
delivery amount,"54.58333,-5.93333"
inch beef,"54.97328,-1.61396"
cream sauce ham,"55.95206,-3.19648"
ginger mint,"52.6386,-1.13169"
student loan,"52.9536,-1.15047"
beef chicken butter,"54.57309,-1.23258"
victory parade,"51.51279,-0.09184"
h lamb biryani,"52.6386,-1.13169"
ham cheese basil,"51.48,-3.18"
chicknbeef,"54.58333,-5.93333"
ham peppers egg,"55.95206,-3.19648"
kidney beans,"52.6386,-1.13169"
chicken wraps,"54.89228,-2.93206 54.90465,-1.38222"
samosa,"51.48,-3.18 52.40656,-1.51217 52.6386,-1.13169 52.6386,-1.13169 53.41058,-2.97794 53.48095,-2.23743 53.79648,-1.54785 53.79648,-1.54785 57.14369,-2.09814"
rezala curry,"56.46913,-2.97489"
inch doner feast,"52.9536,-1.15047 52.9536,-1.15047"
chicken dip dip,"54.97328,-1.61396"
winner,"53.79391,-1.75206 54.58333,-5.93333"
fruitraisin character,"53.79648,-1.54785"
fish sauces,"54.89228,-2.93206"
creme,"55.95206,-3.19648"
funghi parmo,"54.89228,-2.93206"
burger chips,"50.71936,-3.53271 51.45523,-2.59665 52.40656,-1.51217 52.48142,-1.89983 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 54.58333,-5.93333 54.58333,-5.93333 54.89228,-2.93206 55.86515,-4.25763"
inch vegetarian,"52.48142,-1.89983 52.9536,-1.15047 52.9536,-1.15047 56.46913,-2.97489"
menu quarter pounder burger,"54.89228,-2.93206"
bread salad,"53.41058,-2.97794 55.07216,-3.60218"
jalapinos,"55.95206,-3.19648"
beef pudding,"54.32822,-2.74565"
heinz mayonnaise,"54.77560,-1.58374 54.97328,-1.61396"
doorstep bread,"53.7446,-0.33525"
swansea,"51.62125,-3.94490"
glory,"50.15201,-5.06654 55.95206,-3.19648"
tobacco,"55.95206,-3.19648"
gourmet burger,"53.41058,-2.97794 53.79648,-1.54785 54.58333,-5.93333 55.86515,-4.25763"
snack meals,"56.46913,-2.97489"
meal deals,"50.15201,-5.06654 50.37771,-4.14082 50.71936,-3.53271 51.45523,-2.59665 51.48,-3.18 51.48,-3.18 51.62125,-3.94490 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.48095,-2.23743 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.32822,-2.74565 54.57309,-1.23258 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.99620,-7.30237 55.07216,-3.60218 55.45862,-4.62849 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 56.46913,-2.97489 57.14369,-2.09814 57.14369,-2.09814"
school trip,"51.51279,-0.09184"
bhuna chicken,"53.79648,-1.54785"
bread crumbs,"55.07216,-3.60218 55.95206,-3.19648"
hollinwood manchester,"53.48095,-2.23743"
terrace,"54.97328,-1.61396"
info@downsfishandchipscouk,"53.7446,-0.33525"
kids choice,"51.48,-3.18 51.48,-3.18"
computer,"54.90465,-1.38222"
powder,"52.48142,-1.89983 55.45862,-4.62849"
mushroom omelette,"50.71936,-3.53271 52.20765,0.13200 52.6386,-1.13169 53.00415,-2.18538 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 54.89228,-2.93206 56.46913,-2.97489"
burger relish,"53.41058,-2.97794"
monty box,"53.79648,-1.54785"
egg mayonnaise potato,"55.95206,-3.19648"
funghi crema,"55.95206,-3.19648 55.95206,-3.19648"
lash gosht,"53.79648,-1.54785"
bbq dip,"52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.79391,-1.75206 54.57309,-1.23258 54.77560,-1.58374 54.97328,-1.61396 55.86515,-4.25763 55.95206,-3.19648"
dundee,"56.46913,-2.97489 56.46913,-2.97489"
cream cheese topping,"52.9536,-1.15047"
chicken fritters,"56.46913,-2.97489"
pizza bolognese,"55.95206,-3.19648"
mozzarella cheese tomato pepperoni jalapenos peppers onions,"54.89228,-2.93206"
copyright parade fisheries,"53.79391,-1.75206"
attention,"50.37771,-4.14082 51.51279,-0.09184"
tripadvisor,"50.15201,-5.06654"
peperoni ham chicken,"55.95206,-3.19648"
delivery charges,"54.58333,-5.93333"
lemon wedge,"52.9536,-1.15047 52.9536,-1.15047"
vegetable satay,"52.20765,0.13200"
cod hake,"53.48095,-2.23743"
fish lounge nan kebab,"53.00415,-2.18538"
kids selection,"53.79391,-1.75206"
group,"51.51279,-0.09184"
mustard seeds,"54.89228,-2.93206"
kids burger meal,"50.83333,0.13333 54.58333,-5.93333 55.07216,-3.60218 55.86515,-4.25763 57.14369,-2.09814"
minutes,"50.83333,0.13333 51.51279,-0.09184 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 54.58333,-5.93333 54.97328,-1.61396"
fruit shoots,"53.38297,-1.4659"
chicken pcs lamb doner kebab,"54.97328,-1.61396"
donner bread chips,"56.46913,-2.97489"
peanut butter,"53.79391,-1.75206"
chicken sandwich fries,"51.45523,-2.59665"
fishcakes,"50.37771,-4.14082 51.45523,-2.59665 51.51279,-0.09184 53.00415,-2.18538 53.41058,-2.97794 54.58333,-5.93333 54.90465,-1.38222 54.97328,-1.61396 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489"
road cheesecake,"56.46913,-2.97489"
tomato cheese sauce,"54.77560,-1.58374"
beer tennents,"55.95206,-3.19648 55.95206,-3.19648"
tuesday,"50.15201,-5.06654 50.37771,-4.14082 50.71936,-3.53271 50.71936,-3.53271 50.83333,0.13333 51.45523,-2.59665 51.45523,-2.59665 51.48,-3.18 51.48,-3.18 51.62125,-3.94490 52.05834,1.15472 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
lumma chicken parmesan,"54.97328,-1.61396"
pasta noodles,"55.86515,-4.25763"
kings,"55.86515,-4.25763"
yorkshire,"50.15201,-5.06654 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785"
rashers,"55.95206,-3.19648"
wine red,"51.62125,-3.94490"
chicken tikka masala,"51.48,-3.18 51.48,-3.18 51.62125,-3.94490 52.6386,-1.13169 52.6386,-1.13169 53.79391,-1.75206 53.79648,-1.54785 56.46913,-2.97489"
mouth watering parmo,"54.57309,-1.23258"
amore pizza,"55.86515,-4.25763"
addition,"52.63220,1.28925 52.63220,1.28925 55.86515,-4.25763"
station road,"54.97328,-1.61396"
sirloin,"55.95206,-3.19648"
dhaba egg,"52.6386,-1.13169"
chicken quarter,"51.51279,-0.09184 52.6386,-1.13169"
fruit drink,"54.58333,-5.93333"
treat,"53.79391,-1.75206"
chicken pepperoni spicy beef,"52.20765,0.13200"
chip shop,"50.15201,-5.06654 50.15201,-5.06654 51.45523,-2.59665 51.48,-3.18 53.00415,-2.18538 53.38297,-1.4659 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.7446,-0.33525 53.79391,-1.75206 53.79391,-1.75206 54.32822,-2.74565 54.66411,-2.75257 54.66411,-2.75257 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 55.07216,-3.60218 55.45862,-4.62849 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814 57.47908,-4.22398"
sample drinks menu,"51.51279,-0.09184"
beef onion pie,"51.51279,-0.09184 52.20765,0.13200 52.48142,-1.89983 52.48142,-1.89983 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.79391,-1.75206 54.57309,-1.23258"
pie cornish pastiesaveloysausage,"50.83333,0.13333"
ice cream nutella,"55.95206,-3.19648"
kids meal box hamburger,"55.86515,-4.25763"
pie,"50.15201,-5.06654 50.15201,-5.06654 50.71936,-3.53271 51.45523,-2.59665 51.45523,-2.59665 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.62125,-3.94490 51.62125,-3.94490 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.7446,-0.33525 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.57309,-1.23258 54.57309,-1.23258 54.58333,-5.93333 54.66411,-2.75257 54.66411,-2.75257 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.90465,-1.38222 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.07216,-3.60218 55.07216,-3.60218 55.45862,-4.62849 55.45862,-4.62849 55.45862,-4.62849 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814 57.14369,-2.09814 57.47908,-4.22398"
chicken tikka kebabs portion,"52.48142,-1.89983"
tweets,"54.97328,-1.61396"
king size bacon burger,"54.89228,-2.93206"
mozzarella bites,"54.32822,-2.74565 56.46913,-2.97489"
dozen maldon oysters,"51.51279,-0.09184"
catchs venture,"53.79391,-1.75206"
peanut buttercup,"55.95206,-3.19648 55.95206,-3.19648"
ham pepperoni,"52.9536,-1.15047 53.79648,-1.54785 55.07216,-3.60218 55.86515,-4.25763 55.95206,-3.19648"
dingwall haggis,"57.47908,-4.22398"
chicken strip,"51.45523,-2.59665 52.40656,-1.51217"
redland bristol,"51.45523,-2.59665"
yoghurt root ginger herbs,"55.45862,-4.62849"
masala pizza,"54.97328,-1.61396 56.46913,-2.97489"
boneless cod,"54.97328,-1.61396"
chip barm,"53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743"
coating,"54.58333,-5.93333 54.97328,-1.61396"
wkd,"54.89228,-2.93206"
surface,"50.15201,-5.06654"
spit roast breast,"51.51279,-0.09184"
mushy peas curry,"53.7446,-0.33525"
tikka pizza,"54.77560,-1.58374 54.77560,-1.58374 55.86515,-4.25763 57.14369,-2.09814"
bucks,"52.6386,-1.13169"
fyne salmon fricasse,"51.48,-3.18"
chicken crust,"52.6386,-1.13169 53.79648,-1.54785 54.77560,-1.58374"
sausage mania,"52.48142,-1.89983"
jam sponge pudding,"53.79391,-1.75206"
beef cheese sage,"53.7446,-0.33525"
anchovies capers,"55.07216,-3.60218"
party,"52.40656,-1.51217 53.48095,-2.23743 53.79391,-1.75206"
kids quarter,"55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763"
rocket onion peppers,"54.58333,-5.93333"
fruit shoot summer fruit,"55.86515,-4.25763"
grill chicken leg,"52.6386,-1.13169"
piece chicken leg,"52.48142,-1.89983"
ice cream fudgey,"55.95206,-3.19648"
tikka temptation,"52.48142,-1.89983 52.48142,-1.89983"
mozzarella stick,"55.95206,-3.19648"
colouring,"53.79391,-1.75206"
glamorgan sausage,"51.48,-3.18"
blood orange,"55.95206,-3.19648"
ashley,"52.9536,-1.15047"
biryanis,"56.46913,-2.97489"
delight pizza,"53.48095,-2.23743 54.77560,-1.58374 54.77560,-1.58374 57.47908,-4.22398"
sausage supper brown,"54.58333,-5.93333"
phils,"53.79648,-1.54785"
chicken breast quarter,"52.20765,0.13200"
pork kong style,"50.71936,-3.53271"
