word,coordinations
crunchy caramel,"53.79391,-1.75206"
chipsteak,"55.07216,-3.60218 55.86515,-4.25763 55.95206,-3.19648 56.46913,-2.97489"
icon,"51.51279,-0.09184"
chilli sauce dip,"54.57309,-1.23258"
spaghetti tonno,"55.07216,-3.60218"
bean sauce rice,"52.20765,0.13200"
seafood,"51.45523,-2.59665 52.20765,0.13200 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 53.38297,-1.4659 53.48095,-2.23743 53.7446,-0.33525 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.57309,-1.23258 54.58333,-5.93333 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.07216,-3.60218 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 57.14369,-2.09814"
king kebab,"53.79648,-1.54785 56.46913,-2.97489"
sauce gravy mushy peas,"53.79391,-1.75206"
yazoo milkshake,"50.71936,-3.53271 52.9536,-1.15047 53.48095,-2.23743 54.77560,-1.58374 54.89228,-2.93206 55.95206,-3.19648"
sicilian,"52.9536,-1.15047"
quantity,"50.83333,0.13333"
animal protein,"53.79391,-1.75206"
set,"53.79391,-1.75206"
portion peas,"52.48142,-1.89983"
recipe,"50.15201,-5.06654 53.48095,-2.23743 53.7446,-0.33525 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785"
pepperoni baguette,"53.79648,-1.54785"
haagen daz,"52.48142,-1.89983"
chips bread,"53.79648,-1.54785"
egg roll,"55.07216,-3.60218"
mayo sachet,"57.14369,-2.09814"
walter salmon,"54.58333,-5.93333"
cod croquettes,"51.48,-3.18"
diet cocacola,"50.71936,-3.53271 51.45523,-2.59665 51.45523,-2.59665 51.48,-3.18 51.48,-3.18 51.62125,-3.94490 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.79648,-1.54785 53.79648,-1.54785 54.58333,-5.93333 54.58333,-5.93333 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.90465,-1.38222 54.97328,-1.61396 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489"
cowboy lunch,"54.99620,-7.30237"
wood,"51.51279,-0.09184"
pepperoni tomato cheese,"54.77560,-1.58374 54.90465,-1.38222"
candy drops,"51.48,-3.18"
pizza italia,"55.86515,-4.25763"
saucespicy chickengreen peppersonions,"57.47908,-4.22398"
chillies,"52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 53.79648,-1.54785 54.97328,-1.61396 55.45862,-4.62849 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 57.47908,-4.22398"
medium kebab,"54.89228,-2.93206 55.07216,-3.60218"
pounder beef burger,"50.71936,-3.53271 52.48142,-1.89983 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 54.97328,-1.61396 55.07216,-3.60218 55.86515,-4.25763 55.95206,-3.19648 56.46913,-2.97489"
onions peppers mushrooms,"52.48142,-1.89983 53.79648,-1.54785"
food taxi call dinnergo,"50.83333,0.13333"
savoury,"53.41058,-2.97794 54.90465,-1.38222 55.95206,-3.19648"
niblets,"52.48142,-1.89983 52.48142,-1.89983"
chalk board,"50.15201,-5.06654"
cheese omelette,"53.00415,-2.18538 56.46913,-2.97489"
cumin,"54.97328,-1.61396"
beef tomato,"55.95206,-3.19648"
mushrooms chicken,"52.20765,0.13200"
dough,"52.63220,1.28925 52.9536,-1.15047 54.89228,-2.93206 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489"
vanilla flake,"55.07216,-3.60218"
foccacia pizza,"55.45862,-4.62849"
turkey ham,"52.48142,-1.89983 52.9536,-1.15047 55.45862,-4.62849 57.47908,-4.22398"
ice cream cone,"55.86515,-4.25763"
coleslaw fries,"50.83333,0.13333"
vegetable pastie,"52.40656,-1.51217"
parking,"54.57309,-1.23258 55.07216,-3.60218"
hadock,"52.9536,-1.15047"
inch mince pizza,"57.14369,-2.09814"
farmers,"53.79648,-1.54785"
chicken pcs,"51.51279,-0.09184 51.51279,-0.09184 57.14369,-2.09814"
tomato salsa,"53.00415,-2.18538"
mushy peas,"50.15201,-5.06654 50.15201,-5.06654 50.15201,-5.06654 50.37771,-4.14082 50.37771,-4.14082 50.71936,-3.53271 50.83333,0.13333 50.83333,0.13333 50.83333,0.13333 51.45523,-2.59665 51.45523,-2.59665 51.45523,-2.59665 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.48,-3.18 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.62125,-3.94490 51.62125,-3.94490 52.05834,1.15472 52.05834,1.15472 52.05834,1.15472 52.20765,0.13200 52.20765,0.13200 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.63220,1.28925 52.63220,1.28925 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.48095,-2.23743 53.7446,-0.33525 53.7446,-0.33525 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.32822,-2.74565 54.57309,-1.23258 54.58333,-5.93333 54.58333,-5.93333 54.66411,-2.75257 54.66411,-2.75257 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 57.14369,-2.09814 57.14369,-2.09814 57.47908,-4.22398"
family size,"52.6386,-1.13169"
pepperoni jalapenos cheese tomato,"54.77560,-1.58374"
buckets,"54.77560,-1.58374"
chicken breast parmigiano,"55.07216,-3.60218"
road strathbungo,"55.86515,-4.25763"
rubicon mango,"50.71936,-3.53271 52.48142,-1.89983 52.48142,-1.89983 53.00415,-2.18538 53.38297,-1.4659 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 55.07216,-3.60218"
quality meat,"53.79648,-1.54785"
moortown,"53.79648,-1.54785"
guitar,"54.58333,-5.93333"
sub rolls,"54.58333,-5.93333"
cheesebbq saucespicy chickengreen,"57.47908,-4.22398"
chocolate strawberry sauce vanilla ice cream,"52.40656,-1.51217"
cities,"50.83333,0.13333"
salad cream cocktail sauce,"54.90465,-1.38222"
street ayr,"55.45862,-4.62849"
reaction,"54.89228,-2.93206 54.97328,-1.61396"
tuna onion pizza,"55.45862,-4.62849"
skyliner,"53.79648,-1.54785"
peanut flour,"54.89228,-2.93206"
st margarets,"53.79648,-1.54785"
mouth taste,"55.45862,-4.62849"
mushroom curry,"50.71936,-3.53271 51.62125,-3.94490 52.20765,0.13200 53.41058,-2.97794"
berry,"57.14369,-2.09814"
inch status,"53.79391,-1.75206"
popsies,"53.79648,-1.54785"
inch chicken feast,"52.48142,-1.89983"
pot,"50.15201,-5.06654 50.15201,-5.06654 50.71936,-3.53271 51.45523,-2.59665 51.48,-3.18 51.48,-3.18 51.51279,-0.09184 51.51279,-0.09184 52.05834,1.15472 52.20765,0.13200 52.48142,-1.89983 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.7446,-0.33525 54.57309,-1.23258 54.77560,-1.58374 54.90465,-1.38222"
butties,"53.7446,-0.33525 53.7446,-0.33525 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785"
period,"53.79391,-1.75206 55.95206,-3.19648"
pop,"50.15201,-5.06654 51.62125,-3.94490 52.40656,-1.51217 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.38297,-1.4659 53.38297,-1.4659 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.32822,-2.74565 54.57309,-1.23258 54.66411,-2.75257 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396"
cheese chips portion,"54.57309,-1.23258"
somosa pc,"51.48,-3.18 51.48,-3.18"
cod fish,"51.48,-3.18 51.48,-3.18 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.9536,-1.15047 53.00415,-2.18538 53.41058,-2.97794 53.48095,-2.23743 54.77560,-1.58374 54.89228,-2.93206 54.89228,-2.93206 54.97328,-1.61396"
nicola,"51.48,-3.18"
person house,"53.41058,-2.97794"
inch kiev,"53.00415,-2.18538 54.57309,-1.23258 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396"
poa,"50.15201,-5.06654 52.63220,1.28925"
turkey,"52.48142,-1.89983 53.79391,-1.75206 54.66411,-2.75257 57.47908,-4.22398"
france cabernet sauvignon france,"53.79648,-1.54785"
pizzas coleslaw potato wedges,"52.6386,-1.13169"
hamburger buns,"54.89228,-2.93206"
cheese pounder,"55.95206,-3.19648"
pepper chicken,"53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794"
prosciutto artichoke sun blush tomatoes,"55.95206,-3.19648"
family selection,"53.79391,-1.75206"
onions olives,"52.20765,0.13200"
cheese tomato mushroom onion peppers pineapple,"54.97328,-1.61396"
beef burger wrap meal,"51.45523,-2.59665"
job pizza,"54.77560,-1.58374 55.45862,-4.62849"
chicken fillet strips,"52.6386,-1.13169"
cantonese sauce,"53.41058,-2.97794 53.41058,-2.97794"
gold colour,"51.51279,-0.09184"
advance contact,"53.79391,-1.75206"
supper fish cake,"57.14369,-2.09814"
cocacola diet cocacola,"52.40656,-1.51217"
cash,"51.51279,-0.09184 53.48095,-2.23743 54.89228,-2.93206 55.95206,-3.19648"
tandoori specialities,"56.46913,-2.97489"
shops,"53.79391,-1.75206"
bombay sapphire london gin abv,"55.95206,-3.19648"
allrights,"51.51279,-0.09184"
savoury cake,"53.41058,-2.97794 53.41058,-2.97794"
chicken chicken onions,"53.79648,-1.54785"
grill box,"54.89228,-2.93206"
rowland road,"53.79648,-1.54785"
vernaiolo rocca delle macie docg,"55.95206,-3.19648"
cusine,"53.48095,-2.23743"
sausage meal deal,"53.79648,-1.54785 54.58333,-5.93333 54.58333,-5.93333"
paratha,"53.79648,-1.54785 56.46913,-2.97489"
set dinner,"50.71936,-3.53271 52.20765,0.13200"
sausage potato scone pudding,"55.95206,-3.19648"
heinz sauces,"53.79391,-1.75206"
spaghetti amatricana pasta,"55.95206,-3.19648"
april,"50.15201,-5.06654"
fish bar liverpool,"53.41058,-2.97794"
duice,"52.20765,0.13200"
html,"53.48095,-2.23743"
macaroni,"55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 56.46913,-2.97489"
inch chili chicken,"54.89228,-2.93206"
carbonara spaghetti,"55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
events,"51.45523,-2.59665 51.51279,-0.09184 52.9536,-1.15047"
status,"53.79391,-1.75206"
rice salad masala sauce,"56.46913,-2.97489"
sausage pepperoni,"53.38297,-1.4659 55.07216,-3.60218"
haddock reg,"51.51279,-0.09184"
chicken spicy beef pepperoni,"55.95206,-3.19648 55.95206,-3.19648"
driver,"53.48095,-2.23743 54.58333,-5.93333"
producers,"54.58333,-5.93333"
mushroom tomato cheese,"54.77560,-1.58374 54.77560,-1.58374"
carlsberg,"52.6386,-1.13169"
vegetable pepper,"53.41058,-2.97794"
chicken nuggets box,"52.05834,1.15472"
omelette,"50.71936,-3.53271 51.45523,-2.59665 52.20765,0.13200 52.6386,-1.13169 53.00415,-2.18538 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 54.89228,-2.93206 55.45862,-4.62849 55.86515,-4.25763 55.95206,-3.19648 56.46913,-2.97489"
ranch,"53.00415,-2.18538"
inch veg inferno,"52.48142,-1.89983"
cheese burger fries onion rings side,"53.00415,-2.18538"
flakes,"55.86515,-4.25763"
sauce bbq,"52.48142,-1.89983 53.00415,-2.18538"
grappa,"51.51279,-0.09184"
cup mushroom,"55.95206,-3.19648"
inch grill box,"56.46913,-2.97489"
tweeds,"54.32822,-2.74565"
herb fish cakes,"55.86515,-4.25763"
juice drink chips,"54.57309,-1.23258"
cockles,"50.15201,-5.06654 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.00415,-2.18538 53.00415,-2.18538 54.57309,-1.23258 54.77560,-1.58374 54.89228,-2.93206 54.97328,-1.61396 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 57.14369,-2.09814 57.47908,-4.22398"
ice cream takeaway menu,"55.07216,-3.60218"
panko king prawns,"50.15201,-5.06654"
vimto l,"50.71936,-3.53271 52.40656,-1.51217 52.48142,-1.89983 52.6386,-1.13169 52.6386,-1.13169 52.6386,-1.13169 53.41058,-2.97794 53.48095,-2.23743 53.79648,-1.54785 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
doner nan kebab,"53.00415,-2.18538"
kids meal fish bites,"54.97328,-1.61396"
tonys,"54.77560,-1.58374 56.46913,-2.97489"
hint,"51.48,-3.18 51.51279,-0.09184 53.00415,-2.18538 53.79648,-1.54785 54.97328,-1.61396"
chips baby sausage,"51.48,-3.18"
browns mushroom,"54.58333,-5.93333"
blog,"53.48095,-2.23743 54.57309,-1.23258"
oilbeef,"53.7446,-0.33525"
crispy wontons,"53.41058,-2.97794"
hind,"51.51279,-0.09184"
reggae reggae sauce,"53.79648,-1.54785"
salad garnish chips,"53.79648,-1.54785"
cottage cheese,"52.6386,-1.13169 52.9536,-1.15047"
xtra charge,"53.41058,-2.97794"
anchovy,"55.95206,-3.19648"
crustaceans,"52.6386,-1.13169 54.89228,-2.93206"
fridge,"55.86515,-4.25763"
marque champagne,"53.79648,-1.54785"
tomato onion garlic,"55.07216,-3.60218"
bacon cob,"52.9536,-1.15047"
litre bottles,"53.79391,-1.75206"
tartare sauce,"51.45523,-2.59665 51.51279,-0.09184 53.00415,-2.18538 53.38297,-1.4659 53.7446,-0.33525 53.79648,-1.54785 57.47908,-4.22398"
inch fish lounge,"53.00415,-2.18538"
north salad,"54.90465,-1.38222"
buddies,"53.00415,-2.18538"
chicken kebab panini meal,"52.48142,-1.89983"
nugget,"55.86515,-4.25763"
beans potato fries,"54.58333,-5.93333"
oasis summer fruits,"52.20765,0.13200 52.40656,-1.51217 52.9536,-1.15047 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 56.46913,-2.97489 56.46913,-2.97489 57.14369,-2.09814"
tower,"55.95206,-3.19648"
tomato base mozzarella,"55.86515,-4.25763"
pizza sauce mozzarella ham mushrooms,"54.58333,-5.93333"
chicken chips lamb doner,"52.9536,-1.15047"
vinegar bottle,"50.15201,-5.06654 52.20765,0.13200 52.9536,-1.15047 52.9536,-1.15047 53.79648,-1.54785 55.86515,-4.25763"
cowboys,"54.58333,-5.93333"
cup drink,"53.00415,-2.18538 53.79391,-1.75206"
thai sauce,"50.71936,-3.53271"
lentils,"52.6386,-1.13169 55.45862,-4.62849 56.46913,-2.97489"
chicken szechuan style,"50.71936,-3.53271"
slice,"50.15201,-5.06654 52.20765,0.13200 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 53.00415,-2.18538 53.48095,-2.23743 53.79391,-1.75206 53.79648,-1.54785 54.58333,-5.93333 54.77560,-1.58374 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396"
qr code,"54.58333,-5.93333 54.58333,-5.93333"
chicken wrap kebab,"53.48095,-2.23743"
chicken tikka onions,"52.48142,-1.89983 53.79648,-1.54785 54.57309,-1.23258"
moor,"53.79391,-1.75206"
parmo salad chips,"54.89228,-2.93206"
lamb donner onions pepperoni olives,"52.40656,-1.51217"
island sauce,"54.58333,-5.93333"
mushrooms rice crackers,"52.20765,0.13200"
vanilla icecream,"55.95206,-3.19648"
pastie chip,"54.58333,-5.93333"
onion peppers pineapple olives,"54.97328,-1.61396"
coke ltr,"55.45862,-4.62849 55.45862,-4.62849 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 57.14369,-2.09814"
fillings,"51.62125,-3.94490 52.6386,-1.13169 54.58333,-5.93333 55.07216,-3.60218 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
york style cake,"51.45523,-2.59665"
bottle oasis,"55.86515,-4.25763"
drpepper,"55.95206,-3.19648 55.95206,-3.19648"
shrimp,"50.71936,-3.53271 52.20765,0.13200 53.41058,-2.97794 53.7446,-0.33525"
kids meal pizza,"54.97328,-1.61396"
pollo mamoni,"54.57309,-1.23258"
haagen cheesecake,"52.20765,0.13200"
tuna prawns,"52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 54.77560,-1.58374"
boneless box,"53.79648,-1.54785"
inch pollo mamonie,"54.97328,-1.61396"
wontons,"53.41058,-2.97794"
cambridge,"52.20765,0.13200"
breadcrumbs haddock,"53.00415,-2.18538 55.86515,-4.25763"
smokey bbq,"52.40656,-1.51217"
tomato cheese ham pepperoni mushroom,"54.97328,-1.61396"
bacon topping,"54.89228,-2.93206"
stoughton road,"52.6386,-1.13169"
bottle sauce,"55.86515,-4.25763"
mix basket,"50.83333,0.13333"
chicken kebab pitta,"53.48095,-2.23743"
supper deals,"51.48,-3.18"
beef pepper,"53.41058,-2.97794"
onions pineapple,"52.20765,0.13200"
ham heaven,"52.48142,-1.89983"
lamb pal,"56.46913,-2.97489"
carlsberg lager,"55.95206,-3.19648"
sausage childs chips,"50.15201,-5.06654"
tuna anchovies prawns,"52.48142,-1.89983"
kebab chicken kebab piece,"56.46913,-2.97489"
jug,"51.51279,-0.09184"
regard,"52.40656,-1.51217"
pounder chicken kebab burger,"54.57309,-1.23258 54.89228,-2.93206"
ckn cury pilau rice,"51.48,-3.18 51.48,-3.18"
butter yoghurt,"56.46913,-2.97489"
pork dishes,"50.71936,-3.53271 52.20765,0.13200"
house pepper,"53.41058,-2.97794"
lemonade plum,"52.9536,-1.15047 52.9536,-1.15047"
spring chicken,"53.79648,-1.54785"
chip shop sauce,"55.86515,-4.25763"
chicken kebabs,"55.95206,-3.19648"
anchovies,"52.48142,-1.89983 52.6386,-1.13169 52.9536,-1.15047 54.89228,-2.93206 54.90465,-1.38222 55.86515,-4.25763 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
chicken sandwich burger,"52.48142,-1.89983"
bbq,"50.71936,-3.53271 50.83333,0.13333 51.45523,-2.59665 51.62125,-3.94490 52.40656,-1.51217 52.40656,-1.51217 52.6386,-1.13169 52.6386,-1.13169 52.9536,-1.15047 53.00415,-2.18538 53.41058,-2.97794 53.41058,-2.97794 53.48095,-2.23743 53.48095,-2.23743 53.79391,-1.75206 54.58333,-5.93333 54.58333,-5.93333 54.77560,-1.58374 55.86515,-4.25763 55.86515,-4.25763 55.95206,-3.19648 57.47908,-4.22398"
salad box pcs onion rings,"52.9536,-1.15047"
toilet,"50.15201,-5.06654"
toiler,"55.95206,-3.19648"
taste,"51.48,-3.18 51.48,-3.18 51.48,-3.18 51.51279,-0.09184 52.40656,-1.51217 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.41058,-2.97794 53.79391,-1.75206 53.79648,-1.54785 53.79648,-1.54785 54.58333,-5.93333 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
vanilla chocolate,"51.51279,-0.09184"
onion bhaji,"52.6386,-1.13169 53.48095,-2.23743 53.79648,-1.54785 53.79648,-1.54785 56.46913,-2.97489"
orchards,"52.9536,-1.15047 52.9536,-1.15047"
pieces lamb,"52.48142,-1.89983"
crunchy coleslaw,"54.58333,-5.93333"
vegetable pizza dough,"55.07216,-3.60218"
tues,"54.97328,-1.61396"
jazz butchers,"51.51279,-0.09184"
cheese tomato pepperoni mushroom peppers,"55.86515,-4.25763"
dip garlic,"51.45523,-2.59665 54.77560,-1.58374 55.95206,-3.19648 55.95206,-3.19648"
pounder cheese,"55.95206,-3.19648"
city council inspectors,"53.79648,-1.54785"
kids batter,"50.83333,0.13333"
bread tomato,"54.77560,-1.58374 54.97328,-1.61396"
stone crust everything,"54.58333,-5.93333"
toffee fudge icecream,"55.95206,-3.19648"
cheese tomato chilli,"54.97328,-1.61396"
cheese tomatoes,"53.79648,-1.54785"
cheese tomato chicken mushroom,"54.89228,-2.93206 54.97328,-1.61396"
picante penne,"55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648"
bread bun,"53.79391,-1.75206 54.32822,-2.74565 54.77560,-1.58374 54.77560,-1.58374 54.90465,-1.38222 54.90465,-1.38222 54.97328,-1.61396 54.97328,-1.61396"
onion tomato cheese,"54.77560,-1.58374"
symbol,"51.51279,-0.09184"
lovers,"53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396"
stocks,"51.48,-3.18"
cheese ham doner chicken tikka,"55.45862,-4.62849"
chip batch,"52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217"
wife,"54.97328,-1.61396"
cabbage carrot lettuce onion tomato cucumber,"52.9536,-1.15047"
wifi,"50.15201,-5.06654 53.79648,-1.54785 54.58333,-5.93333 55.07216,-3.60218"
platter,"51.51279,-0.09184 54.32822,-2.74565 54.77560,-1.58374"
cringleford,"52.63220,1.28925"
ale,"50.37771,-4.14082 51.45523,-2.59665 51.48,-3.18 52.48142,-1.89983 52.48142,-1.89983 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 53.38297,-1.4659"
mughlai,"56.46913,-2.97489"
kindo wings,"53.41058,-2.97794"
bread cubes,"55.95206,-3.19648"
mozzarella cheese doner meat,"54.89228,-2.93206"
lamb passanda,"56.46913,-2.97489"
chicken fajita wings,"51.48,-3.18"
parmesan,"54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 55.07216,-3.60218"
baps,"53.00415,-2.18538 54.58333,-5.93333 54.58333,-5.93333"
everyones,"54.66411,-2.75257"
inch polo fungi,"54.89228,-2.93206"
cod cod,"53.41058,-2.97794"
